SMILES,targets
CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,1
CC(C)c1nc(-c2ncn3c2CN(C)C(=O)c2c(Cl)cccc2-3)no1,1
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1
CC(=O)NCCn1c(C)cc(C=O)c1C,1
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,0
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+],0
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,0
Cc1cc(=O)n(-c2ccccc2)n1C,1
CCN(CC)C(=O)[C@@H]1[C@@H]2C=C[C@@H](C2)[C@H]1C(=O)N(CC)CC,1
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0
O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1
CN(C)CC(=O)N1c2ccccc2Sc2ccccc21,1
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,0
CC[N+](C)(C)Cc1ccccc1Br.Cc1ccc(S(=O)(=O)[O-])cc1,0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0
O=C1CCC(=O)N1CC1CCC2CN(c3ncccn3)CCN2C1,1
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,1
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1,0
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,0
CN(C)[C@@H]1C(=O)/C(=C(/N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12.[Cl-].[H+],0
NCC1CC(=O)N(Cc2ccccc2)C1,1
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](Cl)C4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C,1
CN(C)CC#CC=C1c2ccccc2C=Cc2ccccc21,1
C1CC1,1
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.[Cl-].[H+],1
CCC1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O,1
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,1
Cc1cccc(O[C@H]2CCNC[C@H]2O)c1C,1
O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2,1
Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,1
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,0
C=CC1(C(C)CCC)C(=O)NC(=O)NC1=O,1
COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,1
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,1
NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,0
CCn1nnn(CCN2CC[C@H](N(C(=O)COC)c3ccccc3F)[C@H](C)C2)c1=O,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],1
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1
CN1CCC2=C(CC1)c1cc(C#N)ccc1Sc1ccccc12,1
CN1CCCc2cccc(OCC3CNCCO3)c21,1
CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,1
CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,1
CC12CC3CC(C)(C1)CC(N)(C3)C2,1
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCN(CCO)C[C@@H]1CN1CC[C@@H](O)C1,0
CN1C(=O)CCC1c1cccnc1,1
CCC(C)(CC)OC(N)=O,1
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,1
Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,1
CCCCNC(=O)OCC(C)(CCC)COC(N)=O,1
CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,1
CC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)C3(Cl)[C@@H](O)C[C@@]21C,1
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,1
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(O)C=C[C@H]3[C@H]1C5,1
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,1
CN1c2cc(F)ccc2C(c2ccccc2)=NCC1CNC(=O)c1ccoc1,1
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1
CN(C)Cc1ccc(CSCCNc2nc(=O)c(Cc3ccc4ccccc4c3)c[nH]2)o1,0
NC(N)=Nc1nc(-c2cccc(N)c2)cs1,1
C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,1
NCC(O)c1cccc(O)c1,0
O=C(NCCCOc1cccc(CN2CCCCC2)c1)c1ccccc1,1
Fc1ccc(-c2ccc(CN3CCN(c4cccc5ccoc45)CC3)[nH]2)cc1,1
CN1Cc2c(N)cccc2C(c2ccccc2)C1,1
CCN[C@H](Cc1ccccc1)[C@H]1CCCO1,1
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC1CCCC1,1
CN(C)C(=O)COC1c2ccccc2CCc2ccccc21,1
COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4OC)CC3)c2cc1OC,1
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1
NC/C(=C/F)CCc1ccc(F)cc1,1
CC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
CC(C)C(=O)OCc1cccc(OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)Cc4ccccc4)[C@H]3SC2(C)C)c1,0
CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@@H]4O[C@H]5CC(=O)[C@H](C)O[C@H]5O[C@@H]4[C@H](C)O3)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1O[C@H]1C[C@H](N(C)C)[C@H](O)[C@H](C)O1)C(=O)c1cccc(O)c1C3=O,0
OC(CN1CCCCC1)c1cc(-c2ccccc2)on1,1
c1ccc2c(c1)CCN1CCNCC21,1
CC(=O)Nc1nnc(S(N)(=O)=O)s1,1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,1
O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1
CN1CCC(OC2c3ccccc3CCc3ccccc32)CC1,1
CC(=O)NNC(=O)CC(O)(c1ccccc1)c1ccccc1,1
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,1
OC[C@H]1O[C@@H](n2cnc3c2NC=NC[C@H]3O)C[C@@H]1O,1
O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,1
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,1
CCCCC/C(=N/OCCN)c1ccc(C)c(N)c1,1
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,1
CCCC(Cc1ccccc1)N1CCCC1,1
CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O,1
CCC(NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,1
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,0
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](O)c4ccccc4)[C@H]3SC2)s1,0
NNc1nncc2ccccc12,0
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,1
Cc1ccccc1,1
CCC1(O)CCN2CCc3ccc(C)cc3C2C1,1
O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,1
CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,1
C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,1
CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21,1
CC(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,0
O=NN(CCCl)C(=O)NC1CCCCC1,1
CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,1
CN(C)CCCN1c2ccccc2C=Cc2sccc21,1
CNCCON=c1c2ccccc2ccc2ccccc12,1
Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,1
CSC(=O)C1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@@]21C,1
CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)CN(C)C,1
COc1ccc2c(c1)/C(=C/CCN(C)C)c1ccccc1O2,1
Cc1cccc(/C=N/N2CCN(C(c3ccccc3)c3ccccc3)CC2)n1,1
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,1
C/C=C(\CC)C(=O)NC(N)=O,1
OC1CCN(c2ccc(-c3ccc(Cl)cc3Cl)nn2)CC1,1
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,0
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1
C1=Cc2cccc(OCC3CNCCO3)c2C1,1
CNCCC(Oc1ccccc1OC)c1ccccc1,1
FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,1
O=C1NC(=O)[C@@]2(CCN(C(=O)Cc3ccc(Cl)c(Cl)c3)[C@@H](CN3CCCC3)C2)N1,0
CCCCCCCCCC1(C)OCC(COC(N)=O)O1,1
OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1
O=C1CCN=C2CC(c3ccccc3)CN12,1
FC(F)OC(Cl)C(F)(F)F,1
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0
C=COC=C,1
CNC(=O)CCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,1
O=[N+]([O-])C1=CC=NC1NCCSCc1ccccn1,1
CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,1
O=C(O)c1cc(=O)c2ccccc2[nH]1,1
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,1
Cc1nnc(SCC2=C(C(=O)OCc3oc(=O)oc3C)N3C(=O)C(NC(=O)C(OC(=O)C(C)N)c4ccccc4)C3SC2)s1,0
CNC[C@H](O)c1ccc(O)c(O)c1,0
CCC(=O)N(c1ccc(Cl)c(Cl)c1)[C@@H]1CCC[C@H]1N(C)C,1
Oc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,1
CCCO,1
C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1,1
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1
CCOCC,1
O=C(c1ccco1)N(c1cnccn1)C1CCN(CCc2ccccc2)CC1,1
CN(C)CCCN1c2ccccc2Sc2ccccc21,1
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,0
CCC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,1
CC(=O)Nc1ccc(OC(=O)[C@@H]2CCC(=O)N2)cc1,1
O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,1
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,1
CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)(C)OC(C)=O)[C@]21CO1,1
C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2ccccc2[C@H]1CN1CCCC1,1
